2018-06-16 07:47:04 : INFO _internal.py =>  * Restarting with stat
2018-06-16 07:47:05 : WARNING _internal.py =>  * Debugger is active!
2018-06-16 07:47:05 : INFO _internal.py =>  * Debugger PIN: 475-809-491
2018-06-16 07:47:06 : INFO _internal.py =>  * Running on http://127.0.0.1:8082/ (Press CTRL+C to quit)
2018-06-16 09:10:09 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:09] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:10:09 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:09] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:10:09 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:09] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:10:09 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:09] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:10:09 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:09] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:10:10 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:10] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:10:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:43] "GET /login HTTP/1.1" 200 -
2018-06-16 09:10:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:43] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:10:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:44] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:10:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:44] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:10:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:44] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:10:45 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:45] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:10:45 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:45] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:10:45 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:10:45] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:18:13 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:13] "GET /login HTTP/1.1" 200 -
2018-06-16 09:18:13 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:13] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:18:13 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:13] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:18:13 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:13] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:18:14 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:14] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:18:14 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:14] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:18:14 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:14] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:18:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:15] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:18:51 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:51] "GET /login HTTP/1.1" 200 -
2018-06-16 09:18:52 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:52] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:18:52 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:52] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:18:52 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:52] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:18:52 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:52] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:18:53 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:53] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:18:53 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:53] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:18:53 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:18:53] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:19:27 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:19:27] "GET /login HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /login HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:20:00 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:00] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:20:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:01] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:20:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:01] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:20:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:38] "GET /login HTTP/1.1" 200 -
2018-06-16 09:20:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:38] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:20:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:38] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:20:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:38] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:20:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:38] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:20:39 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:39] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:20:39 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:39] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:20:39 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:20:39] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:21:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:40] "GET /login HTTP/1.1" 200 -
2018-06-16 09:21:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:40] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:21:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:40] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:21:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:40] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:21:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:41] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:21:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:41] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:21:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:41] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:21:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:21:42] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:25:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:43] "GET /login HTTP/1.1" 200 -
2018-06-16 09:25:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:43] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:25:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:44] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:25:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:44] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:25:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:44] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:25:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:44] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:25:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:44] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:25:45 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:25:45] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:31:25 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:25] "GET /login HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:31:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:26] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:31:27 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:27] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:31:27 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:31:27] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:34:05 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:05] "GET /login HTTP/1.1" 200 -
2018-06-16 09:34:05 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:05] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:34:05 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:05] "GET /static/images/logo.png HTTP/1.1" 200 -
2018-06-16 09:34:05 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:05] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:34:05 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:05] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:34:06 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:06] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:34:06 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:06] "GET /static/images/ajax-loader-1.gif HTTP/1.1" 200 -
2018-06-16 09:34:06 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:06] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:34:06 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:34:06] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:36:39 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:39] "GET /login HTTP/1.1" 200 -
2018-06-16 09:36:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:40] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:36:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:40] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:36:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:40] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:36:40 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:40] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:36:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:41] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:36:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:36:41] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:37:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:01] "GET /login HTTP/1.1" 200 -
2018-06-16 09:37:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:01] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:37:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:01] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:37:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:01] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:37:01 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:01] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:37:02 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:02] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:37:02 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:02] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:37:56 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:56] "GET /login HTTP/1.1" 200 -
2018-06-16 09:37:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:57] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:37:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:57] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:37:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:57] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:37:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:57] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:37:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:57] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:37:58 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:37:58] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:39:25 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:25] "GET /login HTTP/1.1" 200 -
2018-06-16 09:39:25 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:25] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:39:25 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:25] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:39:25 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:25] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:39:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:26] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:39:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:26] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:39:26 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:39:26] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:42:07 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:07] "GET /login HTTP/1.1" 200 -
2018-06-16 09:42:07 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:07] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:42:07 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:07] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:42:07 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:07] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:42:08 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:08] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:42:08 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:08] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:42:08 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:42:08] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:46:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:15] "GET /login HTTP/1.1" 200 -
2018-06-16 09:46:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:15] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:46:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:15] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:46:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:15] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:46:16 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:16] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:46:16 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:16] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:46:16 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:46:16] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:49:58 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:58] "GET /login HTTP/1.1" 200 -
2018-06-16 09:49:58 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:58] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:49:58 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:58] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:49:58 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:58] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:49:59 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:59] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:49:59 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:59] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:49:59 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:49:59] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:50:56 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:56] "GET /login HTTP/1.1" 200 -
2018-06-16 09:50:56 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:56] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:50:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:57] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:50:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:57] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:50:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:57] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:50:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:57] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:50:57 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:50:57] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:14 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:14] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:15 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:15] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:37 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:37] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:37 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:37] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:37 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:37] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:37 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:37] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:37 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:37] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:38] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:38 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:38] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:41 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:41] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:42 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:42] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:43 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:43] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/images/background.jpg HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/js/login.js HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/js/lib/jquery.min.js HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/images/login-avatar.png HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /favicon.ico HTTP/1.1" 404 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /login HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/css/login.css HTTP/1.1" 200 -
2018-06-16 09:51:44 : INFO _internal.py => 127.0.0.1 - - [16/Jun/2018 09:51:44] "GET /static/images/background.jpg HTTP/1.1" 200 -
